company_brand,sector,stage,amount,headquarter,about_company,year,founded,founders,investor,Category
ReshaMandi,agritech,Seed,1700000.0,Bangalore,India's 1st award winning technology led digital ecosystem for Silk,2021,2020,Utkarsh Apoorva,"Omnivore, Strive Ventures",technology
Bombay Shaving Company,lifestyle,,2000000.0,New Delhi,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.",2021,2015,"Deepu Panicker, Raunak Munot, Rohit Jaiswal, Shantanu Deshpande","Rajesh Sud, Kuldeep Jain",consumer goods
DotPe,financial services,Series A,27000000.0,Gurgaon,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,2021,2019,"Anurag Gupta, Gyanesh Sharma, Shailaz Nag","Payu, Google",fintech
Homingos,augmented reality,,0.0,Bangalore,Homingos is an Augmented reality (AR)-based social networking platform.,2021,2018,"Shourya Agarwal, Malhar Patil, Rajat Gupta","Sundi Natarajan, Srinivas Anumolu",technology
Anar Business Community,technology,,0.0,Mumbai,Anar is a communications and networking platform for businesses around the world.,2021,2020,"Nishank Jain, Sanjay Bhat","Titan Capital, First Cheque",technology
Five Star Finance,financial services,,234000000.0,Chennai,Five-Star is a Registered Non Banking Finance Company (NBFC) with Reserve Bank of India (RBI).,2021,1984,V K Ranganathan,"Tpg Capital Asia, Epiq Capital",fintech
Settlrs,rental space,Pre-Series A,0.0,Bangalore,"A B2B rental services company for furniture, home appliances, electronic and IT infrastructure.",2021,2018,"Gaurav Ranebennur, Nishanth Janadri",Magehold Pte. Ltd.,consumer services
BYJU'S,education,Series F,460000000.0,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,2011,"Byju Raveendran, Divya Gokulnath","Blackrock, Owl Ventures",education and training
Annapurna Finance,financial services,,30000000.0,Bhubaneswar,Annapurna Microfinance is a microfinance venture that works for the financial and economic upliftment of underserved and unreached women.,2021,2009,Gobinda Chandra Pattnaik,"Asian Development Bank, Oman India Joint Investment Fund",fintech
HealthPlix,healthcare,Series B,13500000.0,Bangalore,HealthPlix is a healthtech startup,2021,2014,"Raghuraj Sunder Raju, Sandeep Gudibanda","Jsw Ventures, Kalaari Capital",technology
Masai School,education,Series A,5000000.0,Bangalore,Masai School is a job-oriented software training services.,2021,2019,Prateek Shukla,"Unitus Ventures, Omidyar Network India",education and training
Bewakoof,d2c fashion,,4000000.0,Mumbai,"Society perceives Bewakoof as stupid.But what does society call Bewakoof?Often, it’s anything different or anything that’s done differently.",2021,2011,Prabhkiran Singh,"Ivycap Ventures, Pratithi Investment Trust",design and creative industries
IndiaLends,financial services,,5100000.0,New Delhi,IndiaLends is a digital lending and borrowing marketplace.,2021,2014,"Gaurav Chopra, Mayank Kachhwaha","Acpi Investments, Advantedge Founders",fintech
Stelis Biopharma,biotechnology,Series B,195000000.0,Bangalore,Stelis Biopharma is a vertically integrated biopharmaceutical company.,2021,2007,Pudhucode Radhakrishnan Kannan,"Routeone, Mankekar Family Office",technology
Tilt,bike rental,,125000.0,Bangalore,A bike-share for Indian campuses,2021,2016,Deepak Vs,Y Combinator,real estate
NeoDove,ai startup,Seed,15000000.0,Jaipur,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",2021,2020,Aprit Khandelwal,India Quotient,technology
Zaara Biotech,biotechnology,,10000000.0,Kottayam,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,2021,2016,Najeeb Bin Haneef,Tcn International Commerce,technology
KreditBee,financial services,Seed,75000000.0,Bangalore,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,2021,2018,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","Alpine Capital, Premjiinvest",fintech
True Balance,financial services,Debt,10000000.0,Gurgaon,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,2021,2014,"Cheolwon Lee, Jay Yi, Martin Lee","Bon Angels Venture Partners, Daesung Private Equity",fintech
Muvin,financial services,Seed,1000000.0,Bangalore,Youth Neobank enabling financial solutions for the teenagers and young people,2021,2020,Mukund V Rao,,fintech
Purplle,beauty products,,45000000.0,Mumbai,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.",2021,2011,"Manish Taneja, Rahul Dash","Spring Marketing Capital, Verlinvest",beauty and wellness
FloBiz,technology,Series A,10000000.0,Bangalore,India’s first neobusiness platform,2021,2019,Rahul Raj,Elevation Capital,technology
Jeevam Health,health & wellness,Pre-Seed,1500000.0,New Delhi,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,2021,2020,"Kamran Alam, Piyush Vishwakarma",Y Combinator,healthcare
NewLink Group,technology,,200000000.0,Beijing,Developer of an energy management and transportation digital platform designed to streamline the energy supply chain,2021,2016,"Yang Wang, Zhen Dai",Bain Capital,technology
OZiva,heathcare,Series B,12000000.0,Mumbai,OZiva is a plant-based Clean Nutrition Brand.,2021,2016,"Aarti, Mihir Gadani","F-Prime Capital, Eight Roads Ventures India",technology
Blive,tourism,Pre-Series A,1000000.0,Panaji,B: Live is an electric vehicle tourism startup.,2021,2004,"Samarth Kholkar, Sandeep Mukherjee","Mumbai Angels, Dna Entertainment Networks",travel
Nazara Technologies,gaming,,30000000.0,Mumbai,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",2021,2000,Nitish Mittersain,"Hornbill Capital Advisers, Plutus Wealth Management",media and entertainment
Euler Motors,automotive,Series A,2600000.0,New Delhi,Electric Light Commercial Vehicle,2021,2018,Saurav Kumar,"Adb Ventures, Jetty Ventures",mobility and transportation
Pixxel,spacetech,Seed,7300000.0,Bangalore,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,2021,2019,"Awais Ahmed, Kshitij Khandelwal","Techstars, Ryan Johnson",technology
Prescinto,solar,Seed,3500000.0,Gujarat,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,2021,2016,Puneet Jaggi,"Venture Catalysts, 9Unicorns Accelerator Fund",technology
MyGlamm,beauty products,Series C,20000000.0,Mumbai,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,2021,2015,Darpan Sanghvi,Bessemer Venture Partners,beauty and wellness
Chirrup,gaming,Pre-Seed,300000.0,Bangalore,Video integrated social-gaming platform,2021,2020,"Vipul Garg, Sourav Lashkari, Mehul Mittal","Titan Capital, Iseed, First Cheque, 3.0 Fund.",media and entertainment
Policybazaar,insurance,,75000000.0,Gurgaon,PolicyBazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.,2021,2008,"Alok Bansal, Avaneesh Nirjar, Manoj Sharma, Tarun Mathur, Yashish Dahiya","Falcon Edge Capital, White Oak Global Advisors",financial services
Livve Homes,rental space,,5000000.0,Bangalore,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between",2021,2017,Maya Lakshman,Angel Investors,consumer services
Juicy Chemistry,healthcare,Series A,6300000.0,Coimbatore,Juicy Chemistry operates as an eponymous consumer brand.,2021,2014,"Megha, Pritesh Asher.",Akya Ventures,technology
Svasti Microfinance,financial services,,4000000.0,Mumbai,Svasti works with urban slum dwellers women microentrepreneurs.,2021,2008,"Arunkumar Padmanabhan, Narayanan Subramaniam","Kayenne Ventures, Nordic Microfinance Initiative",fintech
Nexprt,consulting,,2000000.0,New Delhi,Nexprt Solutions offers end-to-end and 100% customized import solutions.,2021,2020,Harsha Vardhan K,Titan Capital,business services
Wysa,ai startup,,0.0,Bangalore,Wysa is an AI conversational agent that has been shown to help improve mental health,2021,2015,"Jo Aggarwal, Ramakant Vempati","Kae Capital, Pi Ventures",technology
Ankur capital,financial services,,40000000.0,Mumbai,Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion Indians.,2021,2011,Ritu Verma,,fintech
Indifi,financial services,Debt,5000000.0,Gurgaon,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,2021,2015,"Alok Mittal, Siddharth Mahanot, Sundeep Sahi","Elevar Equity, Accel India",fintech
Firmway,financial services,Pre-Seed,0.0,Mumbai,Firmway is a platform that digitizes balance confirmation and reconciliation process.,2021,2016,"Prashant Gupta, Vivek Chandan",,fintech
Say Cheese,femtech,Seed,1000000.0,Mumbai,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions",2021,2020,Rajpreet Kaur,,technology
Indic Inspirations,cultural,,300000.0,Pune,"Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting.",2021,2019,Sunil Jalihal,Marquee Investors,events and entertainment
Bimaplan,financial services,Seed,500000.0,Mumbai,Affordable insurance for the next billion Indians,2021,2020,Vikul Goyal,"Titan Capital, Y Combinator",fintech
YAP,financial services,Series B,10000000.0,Chennai,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,2021,2014,"Madhusudanan R, Prabhu R","Jitendra Gupta, Better Capital",fintech
Leap Finance,financial services,Series B,17000000.0,Bangalore,Leap Finance is a fintech startup for Indian students pursuing international higher education,2021,2019,Vaibhav Singh,Jungle Ventures,fintech
BlackSoil NBFC,financial services,,3000000.0,Mumbai,BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors.,2021,2010,Mohinder Pal Bansal,,fintech
OYO,hospitality,,200000000.0,Gurgaon,OYO operates a branded network of hotels designed to offer standardized stay experiences.,2021,2012,Ritesh Agarwal,Hindustan Media Venture,technology
Max Healthcare,healthcare,,140000000.0,New Delhi,Max Healthcare is one of the leading chain of hospitals in India.,2021,2000,Analjit Singh,"Radiant Life Care Private Ltd, Life Healthcare",technology
4baseCare,healthtech,Pre-Series A,2000000.0,Bangalore,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,2021,2018,"Hitesh Goswami, Kshitij Rishi","Mount Judi Ventures, Growx Ventures, Season Two Ventures",technology
Ezstays,education,Seed,400000.0,New Delhi,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.",2021,2019,"Vaibhav Khanna, Abhishek Kumar, Kumar Gaurav",Richard Rekhy,education and training
Stylework,property,Pre-Series A,500000.0,Gurgaon,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,2021,2017,Sparsh Khandelwal,Inflection Point Ventures,real estate
Kinara Capital,financial services,,6000000.0,Bangalore,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,2021,2011,Hardika Shah,"Gawa Capital, Gaja Capital",fintech
Riskcovry,insuretech,Series A,5000000.0,Bangalore,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.",2021,2018,"Suvendu Prusty, Sorabh Bhandari, Vidya Sridharan, Chiranth Patil","Better Capital, Bharat Inclusion Seed Fund",technology
NODWIN,gaming,,20000000.0,Gurgaon,NODWIN Gaming is a gaming solutions company and creator of e-sports events.,2021,2012,Gautam Virk,Krafton,media and entertainment
Quizizz,education,Series A,12500000.0,Bangalore,Quizizz is a Education based startup,2021,2015,"Ankit Gupta, Deepak Joy Cheenath","Eight Roads Ventures India, Nexus Venture Partners",education and training
Ecom Express,e-commerce,,20000000.0,New Delhi,Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.,2021,2012,"K. Satyanarayana, Manju Dhawan, Sanjeev Saxena, T. A. Krishnan","Cdc Group, Partners Group",e-commerce
Turtlemint,insuretech,Series D,45000000.0,Mumbai,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,2021,2015,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah",Jungle Ventures,technology
Captain Fresh,supply chain platform,Seed,3000000.0,Bangalore,Captain Fresh is a freshwater fish and seafood supply chain platform.,2021,2019,Utham Gowda,"Matrix Partners India, Ankur Capital",technology
Northern Arc,financial services,Debt,10000000.0,Chennai,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2021,2008,Kshama Fernandes,"U.S. International Development Finance Corp, Asian Development Bank",fintech
Qoohoo,social platform,Seed,800000.0,Bangalore,A platform for creators to build immersive connections with their fans and followers and monetize them.,2021,2020,"Vimal Singh Rathore, Aseem Gupta",Angel Investors,media and entertainment
IGL,gaming,,500000.0,Mumbai,Indian Gaming League is the premier eSports platform in India.,2021,2016,Yash Pariani,"Hungama, Hindustan Talkies",media and entertainment
AMPM,e-commerce,,200000.0,Gurgaon,24*7 convenience store,2021,2018,Shubham Gupta,Agility Venture Partners,e-commerce
The ePlane,drone,Seed,1000000.0,Chennai,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications",2021,2016,"Pranjal Mehta, Satyanarayanan Chakravarthy","Speciale Invest, Farid Ahsan",technology
Cashify,e-commerce,,15000000.0,Gurgaon,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,2021,2009,"Amit Sethi, Mandeep Manocha, Nakul Kumar","Bessemer Venture Partners, Cdh Investments",e-commerce
Bijnis,b2b service,,0.0,New Delhi,Digitizing the Factories of the Unorganised Industries.,2021,2014,"Chaitanya Rathi, Shubham Agarwal, Siddharth Rastogi, Siddharth Vij","Sequoia Capital India, Matrix Partners India",business services
Questt,education,Seed,1000000.0,Gurgaon,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,2021,2020,"Akhil Singh, Mohsin, Rohit Pande","Chiratae Ventures, Aet Fund",education and training
DealShare,e-commerce,Debt,3000000.0,Jaipur,DealShare is a Social Commerce Startup,2021,2018,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Omidyar Network, Falcon Edge Capital",e-commerce
Euler Motors,automotive,Series A,4000000.0,New Delhi,Electric Light Commercial Vehicle,2021,2018,Saurav Kumar,"Jetty Ventures, Srinivas Anumolu",mobility and transportation
Blume Ventures,financial services,,40000000.0,Mumbai,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,2021,2011,"Karthik Reddy, Sanjay Nath",Avendus,fintech
KoineArth,blockchain startup,Pre-Series A,1800000.0,Bangalore,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",2021,2018,Praphul Chandra,Yournest,technology
ImaginXP,education,,1500000.0,Pune,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,2021,2013,Vidhika Rohatgi,Venture Catalysts,education and training
Virohan,education,,0.0,Gurgaon,Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry.,2021,2018,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja","National Skill Development Corporation, Rianta Capital",education and training
Apna.co,recruitment,,12500000.0,Bangalore,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,2021,2019,Nirmit Parikh,"Sequoia Capital India, Rocketship.Vc",technology
ideaForge,drone,,2000000.0,Mumbai,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,2021,2007,"Ankit Mehta, Ashish Bhat","Infosys, Qualcomm Ventures",technology
Clairco,cleantech,,500000.0,Bangalore,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,2021,2018,Aayush Jha,"Real Estate Accelerator Program (Reap), Angellist",technology
Northern Arc,financial services,Debt,50000000.0,Chennai,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2021,2008,Kshama Fernandes,"Asian Development Bank, U.S. International Development Finance Corp",fintech
Lenskart,fashion,,95000000.0,Faridabad,Lenskart is an India-based online shopping portal for eyewear.,2021,2010,"Amit Chaudhary, Peyush Bansal","Kohlberg Kravis Roberts, Temasek Holdings",design and creative industries
ParkSmart,automotive,Seed,0.0,New Delhi,ParkSmart is a parking management application.,2021,2018,"Prateek Garg, Rahul Gupta, Ratan Anmol Sethi, Rishabh Nagpal, Vishva Sharma","Shireen Rangaswamy, Dilesh Gathani",mobility and transportation
Virohan,education,Series A,3000000.0,Gurgaon,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,2021,2018,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja, Paarul Dudeja","Rebright Partners, Wadhwani Foundation",education and training
BankSathi,financial services,Seed,200000.0,New Delhi,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",2021,2019,Jitendra Dhaka,"Dinesh Godara, Aditya Talwar",fintech
Spark Studio,education,Seed,0.0,Bangalore,Online courses to build creativity and confidence in children through extra-curricular learning,2021,2020,Anushree Goenka,Better Capital,education and training
BlissClub,fashion,Seed,2000000.0,Bangalore,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",2021,2020,Minu Margeret,Elevation Capital,design and creative industries
BricSpaces,property,Pre-Seed,350000.0,Bangalore,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",2021,2018,Madhusudhan,Angel Investors,real estate
ANSR,consulting,Series B,15000000.0,Bangalore,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.",2021,2008,Lalit Ahuja,"Sistema Asia Capital, Evolvence India Fund",business services
Keito,ai company,Seed,0.0,Pune,"NO-CODE <> Human-assisted machine learning platform for document processing, to break information silos for enterprises",2021,2016,Amal P S,"Rajesh Agarwal, Nandkishore Mundada",technology
Reccy Adventures,sports startup,Seed,400000.0,Gurgaon,Reccy Adventures is an adventure sports startup.,2021,2019,"Amit Chowdhury, Siddhartha Chatterjee, Tapas Pal","Kallol Banerjee, Jaydeep Barman",technology
Magenta EV,renewable energy,Series A,15000000.0,Mumbai,Magenta is in the business of Enabling electric mobility & Making electricity clean,2021,2017,"Maxson Lewis, Darryl Dias","Jito Angel Network, Letsventure",renewable energy
Karbon Card,financial services,Pre-Series A,1000000.0,Bangalore,Karbon Card is a financial platform for Indian entrepreneurs.,2021,2019,"Amit Jangir, Bo Li, Jianwei Chen, Kartik Jain, Pei-Fu Hsieh, Sunil Kumar","Myasia Vc, Orios Venture Partners",fintech
Wysa,ai company,Series A,5000000.0,Bangalore,Wysa is an AI conversational agent that has been shown to help improve mental health,2021,2015,"Jo Aggarwal, Ramakant Vempati","W Health Ventures, Pi Ventures",technology
Agnikul,spacetech,Series A,11000000.0,Chennai,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.",2021,2017,"Moin Spm, Satyanarayanan Chakravarthy, Srinath Ravichandran","Artha India Ventures, Sriram Krishnan",technology
LegalPay,financial services,Seed,0.0,New Delhi,A trusted financial partner for advocates and corporate.,2021,2019,Kundan Shahi,9Unicorns,fintech
Glamplus,saas startup,Pre-Series A,200000.0,Bangalore,India's #1 SaaS based Salon experience Software,2021,2020,Divyanshu Singh,Inflection Point Ventures,technology
Tekie,education,Seed,1500000.0,Gurgaon,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.",2021,2017,"Anand Verma, Naman Mukund","Gsv, Multiply Ventures",education and training
Asirvad Microfinance,financial services,,15000000.0,Chennai,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,2021,2007,Raja Vaidyanathan,"Worldbusiness Capital, Northern Arc",fintech
Avalon Labs,financial services,Pre-Series A,0.0,Bangalore,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",2021,2017,Varun Mayya,"Tanglin Ventures, Better Capital, Whiteboard Capital",fintech
Betterhalf.ai,matrimony,Pre-Series A,3000000.0,Bangalore,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,2021,2016,"Rahul Namdev, Pawan Gupta","Y Combinator, Rehan A Khan",events and entertainment
Koo,social media,Series B,30000000.0,Bangalore,Koo App operates as a microblogging app.,2021,2020,"Aprameya Radhakrishna, Mayank Bidawatka","Balaji Srinivasan, Naval Ravikant",media and entertainment
Rezo.ai,ai startup,Seed,0.0,Noida,Conversational AI platform - Innovate the way you communicate,2021,2017,"Manish Gupta, Rashi Gupta","Devesh Sachdev, Bhavesh Manglani",technology
Mentoria,education,Pre-Series A,200000.0,Mumbai,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,2021,2015,"Ashish Arora, Nikhar Arora, Sameer Bhakhri","Pradeep K Jaisingh, Jayant Mehrotra",education and training
Cuvette Tech,human resources,Seed,1800000.0,Bangalore,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,2021,2020,"Atul Singhal, Sudhanshu Singh","Varun Alagh, Harish Daiya",human resources
Clensta,biotechnology,,600000.0,New Delhi,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,2021,2016,Puneet Gupta,"Ian Fund, World Startup Factory",technology
FarMart,agritech,Pre-Series A,24000000.0,Gurgaon,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,2021,2015,"Alekh Sanghera, Mehtab Singh Hans","Omidyar Network India, Avaana Capital",technology
Kodo Card,financial services,Seed,8000000.0,Mumbai,Kodo card is a corporate card for new economy businesses in India.,2021,2019,"Deepti Sanghi, Gaurav Thapa","Brex, Y-Combinator",fintech
Polygon,crypto,,0.0,Mumbai,Polygon is a blockchain scalability platform.,2021,2017,"Jaynti Kanani, Sandeep Nailwal, Anurag Arjun","Mark Cuban, Mih Ventures",technology
Get My Parking,mobility,,6000000.0,New Delhi,"Get My Parking, is a B2B Platform-as-a-Service company.",2021,2015,"Chirag Jain, Rasik Pansare","Ivycap Ventures, Ian Fund",technology
Cellestial,electronics,Pre-Series A,500000.0,Hyderabad,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,2021,2019,Siddhartha Durairajan,"Gurj Aujla, Ashik K",technology and innovation
FanCode,sports startup,,50000000.0,Mumbai,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",2021,2019,Yannick Colaco,Dream Sports,technology
Jai Kisan,financial services,Series A,30000000.0,Mumbai,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,2021,2017,"Adriel Maniego, Arjun Ahluwalia","The Chatterjee Group, Prophetic Ventures",fintech
Plum,healthcare,Series A,15000000.0,Bangalore,High quality health insurance and health benefits,2021,2019,"Abhishek Poddar, Saurabh Arora","Harsh Jain, Lalit Keshre",technology
ThatMate,healthcare,,140000.0,Satara,ThatMate is a sexual and mental wellness app for teens.,2021,2019,Nishant Neeraj,"Supriya Kumari, Premanshu Singh",technology
Klassroom,education,Pre-Series A,200000.0,Mumbai,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,2021,2016,Alka Javeri,Ah! Ventures,education and training
Convin,saas startup,Pre-Seed,300000.0,Bangalore,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,2021,2019,"Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary","9Unicorns Accelerator Fund, Sunder Nookala",technology
Mensa Brands,clothing,Series A,50000000.0,Bangalore,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021,2021,Ananth Narayanan,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners",consumer goods and services
Disruptium,consulting,,200000.0,Ahmedabad,A consultancy platform for startups,2021,2021,"Yash Shah, Kapil Mathrani, Ishit Desai",Pravesh Mehta,business services
MedTel Healthcare,healthcare,Pre-Series A,5000000.0,Orissia,An aggregator for Digital Health Clinics in low resource settings.,2021,2017,"Ajit Choudhury, Lalit Ranjan Manik, Manish Kumar Swain, Shashank Singhal, Siba Prasad Panda",,technology
Pickright Technologies,financial services,,200000.0,Bangalore,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,2021,2019,"Namandeep Bhatia, Archana E","Gaurav Gupta, Vivek Srivatsav",fintech
Ingenium,education,Seed,0.0,New Delhi,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,2021,2018,"Pramudit Somvanshi, Mohit Patel, Aakash Gupta",Lead Angels,education and training
BharatPe,financial services,Debt,6000000.0,New Delhi,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants",2021,2018,"Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani","Amplo, Insight Partners",fintech
RuleZero,technology,Seed,1000000.0,Bangalore,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,2021,2019,"Satish Mugulavalli, Srinivas Katta","Induslaw, Reddy Futures",technology
Rubix Data Sciences,it startup,Seed,800000.0,Mumbai,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",2021,2018,Mohan Ramaswamy,,technology
Locobuzz,analytics,Series A,4000000.0,Mumbai,LocoBuzz is an analytics-based integrated marketing platform.,2021,2011,Vishal Agrawal,Yuj Ventures,technology
We Founder Circle,financial services,Pre-Seed,2000000.0,Mumbai,"A global platform of founders for founders offering investment, network and business opportunities.",2021,2020,Neeraj Tyagi,Geekster,fintech
Haqdarshak,finance,Pre-Series A,800000.0,Jaipur,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,2021,2015,"Aniket Doegar, Asha Krishnan, Pr Ganapathy","Manish Subramaniam, Upaya Social Ventures",financial services
Celcius,logistics,Seed,0.0,Mumbai,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,2021,2020,"Swarup Bose, Rajneesh Raman, Arbind Jain",Eaglewings Ventures,mobility and transportation
Enthu.ai,ai startup,,200000.0,Chandigarh,Enthu.AI operates as a conversation intelligence startup.,2021,2020,"Tushar Jain, Vishal Verma",Appit Simple Infotek,technology
Myelin Foundry,ai startup,Pre-Series A,1000000.0,Bangalore,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",2021,2019,"Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann",Beyond Next Ventures,technology
SuperOps.ai,ai startup,Seed,3000000.0,Chennai,SuperOps.ai is an early stage startup in the MSP space.,2021,2020,"Arvind Parthiban, Jayakumar Karumbasalam","Ramakant Sharma, Elevation Capital",technology
6Degree,e-commerce,,1000000.0,Mumbai,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,2021,2014,"Amit Bhardwaj, Nikhil Hegde","Keiretsu Forum, Sucseed Venture Partners",e-commerce
Teachmint,education,Series A,16500000.0,Bangalore,Teachmint is an online learning platform that focuses on tutor-student connectivity.,2021,2020,"Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain","Lightspeed India Partners, Cm Ventures",education and training
Sarathi,healthcare,Seed,100000.0,Jodhpur,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",2021,2020,Aditi Poyam,,technology
Jidoka Technologies,software,Seed,340000.0,Chennai,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",2021,2018,Sekar Udayamurthy,,technology
Rapido,transportation,Series C,43000000.0,Bangalore,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,2021,2015,"Aravind Sanka, Pavan Guntupalli, Rishikesh Sr","Skycatcher, Nexus Venture Partners",mobility and transportation
BYJU'S,education,,150000000.0,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,2011,"Byju Raveendran, Divya Gokulnath","Tiga Investments, Baron Capital",education and training
ElasticRun,e-commerce,Series D,75000000.0,Pune,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,2021,2015,"Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal","Avataar Venture Partners, Kalaari Capital",e-commerce
Avail Finance,financial services,Debt,3000000.0,Bangalore,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2021,2017,"Ankush Aggarwal, Tushar Mehndiratta","Alteria Capital, Matrix Partners India",fintech
Nivesh,financial services,Pre-Series A,1600000.0,Noida,Nivesh.com is a mass market mutual funds investment platform.,2021,2016,"Anurag Garg, Sridhar Srinivasan","Raghav Kapur, Indian Angel Network",fintech
